disaron:nom,dc:title,disaron:Complement_titre,disaron:chapeau,disaron:Auteur,disaron:categorie,disaron:sous_collection,disaron:theme,disaron:annees_reference,disaron:descripteur,disaron:niveau_geographique,disaron:Date_premiere_publication,disaron:date_derniere_publication,ecm:versionLabel,disaron:date_modification,disaron:Numerotation,url,nb de fichiers,noms des fichiers,urls des fichiers,disaron:donnees,trouvé Estelle ?,A
IraAbo2611,"Ovins. En décembre 2025, les abattages d’ovins en repli",Abattages en décembre 2025 production-consommation-commerce extérieur en novembre 2025,"En décembre 2025, les abattages d’agneaux se replient sur un an. Le cours moyen de l’agneau est en baisse. En novembre 2025, le prix des intrants est toujours en baisse sur un an. Les importations d’agneaux vivants chutent et les exportations progressent. La consommation de viande ovine recule, et le déficit commercial se réduit.","[{nom_auteur=Rouch Carrère, prenom_auteur= Marie-Hélène, Structure=SSP}]",NATIONAL,INFANIM,CAPOV,2025,OVIN,FRANCE,2026/01/30 00:00,2026/02/03 11:48,0.4,2026/02/03 11:47,2026-11,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2611/detail/,2,"[""2026_11-InforapOvins.pdf"", ""2026_11-DonneesOvins.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAbo2611/2026_11-InforapOvins.pdf"",""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAbo2611/2026_11-DonneesOvins.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-01-29T13:02:08.799Z\""\,\""Fichier\"":\""2026_11-InforapOvins.html\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-01-29T13:02:08.799Z\""\,\""Fichier\"":\""2026_11-InforapOvins.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-02-03T10:47:34.558Z\""\,\""Fichier\"":\""2026_11-DonneesOvins.xlsx\""}]",COMPLEMENT-Irap,
IraAbo2612,"Porcins. En décembre, les abattages de porcs en repli sur un an",Abattages en décembre 2025 production-consommation-commerce extérieur en novembre 2025,"Le dernier mois de l’année 2025 est marqué par un recul des abattages de porcs de 1,1 % par rapport à l’an dernier. Sur l’ensemble de l’année, ils sont quasi stables. Dans le même temps, le prix moyen du porc recule dans un contexte baissier sur les marchés européens. En novembre 2025, la consommation de viande de porc reste orientée à la hausse sur un an. Malgré le léger recul des importations, le déficit du commerce extérieur de viande porcine se creuse, tant en volume qu’en valeur.","[{nom_auteur=Ugliera, prenom_auteur=Christelle, Structure=SSP}]",NATIONAL,INFANIM,PORC,2025,PORCIN,FRANCE,2026/01/30 10:00,2026/01/30 10:00,0.1,2026/01/30 10:00,2026-12,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2612/detail/,2,"[""2026_12-InforapPorcins.pdf"", ""2026_12-DonneesPorcins.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAbo2612/2026_12-InforapPorcins.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAbo2612/2026_12-DonneesPorcins.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-01-29T15:24:14.666Z\""\,\""Fichier\"":\""2026_12-InforapPorcins.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-01-29T15:24:14.666Z\""\,\""Fichier\"":\""2026_12-DonneesPorcins.xlsx\""}]",COMPLEMENT-Irap,
IraAbo2621,"Bovins. En janvier 2026, net repli des abattages de bovins",Abattages en janvier 2026 production-consommation-commerce extérieur en décembre 2025,"En janvier, les abattages de bovins baissent nettement sur un an, en particulier ceux de gros bovins mâles et de vaches allaitantes. Les cours des bovins continuent d’augmenter fortement. En décembre, le prix des intrants est en retrait sur un an. Les importations et les exportations de viande bovine sont en très légère hausse. Les exportations de broutards diminuent nettement, exceptées celles de génisses en nette hausse.","[{nom_auteur=Boulangeot, prenom_auteur=Cécile, Structure=SSP}]",NATIONAL,INFANIM,BOVIN,2026|2025,BOVIN,FRANCE,2026/02/27 00:00,,0.1,2026/02/26 17:03,2026-21,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2621/detail/,2,"[""2026_21-InforapBovins.pdf"", ""2026_21-DonneesBovins.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAbo2621/2026_21-InforapBovins.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAbo2621/2026_21-DonneesBovins.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-02-26T16:03:55.969Z\""\,\""Fichier\"":\""2026_21-InforapBovins.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-02-26T16:03:55.969Z\""\,\""Fichier\"":\""2026_21-DonneesBovins.xlsx\""}]",COMPLEMENT-Irap,
IraAbo2622,"Porcins. En janvier, baisse des abattages de porcs",Abattages en janvier 2026 production-consommation-commerce extérieur en décembre 2025,"En janvier 2026, les abattages de porcs reculent de 1,0 % sur un an. Le prix moyen du porc est inférieur au niveau moyen 2021-2025. L’année 2025 s’achève sur une consommation de viande de porc toujours dynamique. En hausse de 3,2 % en décembre sur un an, elle tire les importations à la hausse et contribue à réduire les exportations.","[{nom_auteur=Ugliera, prenom_auteur=Christelle, Structure=SSP}]",NATIONAL,INFANIM,PORC,2026,PORCIN,FRANCE,2026/02/27 00:00,,0.1,2026/02/26 16:57,2026-22,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2622/detail/,2,"[""2026_22-InforapPorcins.pdf"", ""2026_22-DonneesPorcins.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAbo2622/2026_22-InforapPorcins.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAbo2622/2026_22-DonneesPorcins.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-02-26T15:57:02.633Z\""\,\""Fichier\"":\""2026_22-InforapPorcins.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-02-26T15:57:02.633Z\""\,\""Fichier\"":\""2026_22-DonneesPorcins.xlsx\""}]",COMPLEMENT-Irap,
IraAbo2623,"Ovins. En janvier 2026, des abattages d’agneaux en recul",Abattages en janvier 2026 production-consommation-commerce extérieur en décembre 2025,"En janvier 2026, les abattages d’agneaux reculent sur un an (-3 %). Le cours moyen de l’agneau baisse (-3,6 %) tout en restant à un niveau élevé. En décembre 2025, le prix des intrants est en net repli par rapport à 2024 (-2,6 %). Les exportations d’agneaux vivants sont en hausse. La consommation de viande ovine baisse, les importations diminuent sur un an et les exportations sont en forte augmentation (+37,6 %).","[{nom_auteur=Rouch Carrère, prenom_auteur= Marie-Hélène, Structure=SSP}]",NATIONAL,INFANIM,CAPOV,2025|2026,OVIN,FRANCE,2026/02/27 10:00,2026/02/27 10:00,0.1,2026/02/27 10:00,2026-23,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2623/detail/,2,"[""2026_23-InforapOvins.pdf"",""2026_23-DonneesOvins.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAbo2623/2026_23-InforapOvins.pdf"",""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAbo2623/2026_23-DonneesOvins.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-02-26T15:55:54.505Z\""\,\""Fichier\"":\""2026_23-InforapOvins.pdf\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-02-26T15:55:54.505Z\""\,\""Fichier\"":\""2026_23-InforapOvins.html\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-02-26T15:55:54.505Z\""\,\""Fichier\"":\""2026_23-DonneesOvins.xlsx\""}]",COMPLEMENT-Irap,
IraAla2557,"Alimentation animale. Au 1er trimestre 2025, légère diminution de la production et baisse du prix des aliments pour animaux sur un an",Fabrication et prix des aliments pour animaux au 1er trimestre 2025,"Au 1er trimestre 2025, la production d'aliments composés pour animaux de ferme se replie de 0,6 % par rapport à la même période en 2024. La baisse des prix d'achat sur un an se poursuit mais s'atténue (- 2,9 % après - 5,3 % au 4e trimestre 2024). Les incorporations de tourteaux (soja, tournesol, colza) reculent sur un an.","[{nom_auteur=Leduc, prenom_auteur=Julie, Structure=SSP - Bureau des synthèses statistiques et conjoncturelles}]",NATIONAL,INFALIM,PRAELEV,2025,,FRANCE,2025/05/23 00:00,2025/11/20 10:30,0.2,2025/05/23 00:00,2025-57,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAla2557/detail/,3,"[""2025_57inforapAlimAni.pdf"", ""2025_57figuresAlimAni.xlsx"", ""2025_57donneesAlimAni.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAla2557/2025_57inforapAlimAni.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAla2557/2025_57figuresAlimAni.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAla2557/2025_57donneesAlimAni.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-05-22T18:39:08.182Z\""\,\""Fichier\"":\""2025_57inforapAlimAni.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-05-22T18:39:08.182Z\""\,\""Fichier\"":\""2025_57figuresAlimAni.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-05-22T18:39:08.182Z\""\,\""Fichier\"":\""2025_57donneesAlimAni.xlsx\""}]",COMPLEMENT-Irap,
IraAla2619,"Alimentation animale. Au 4e trimestre 2025, hausse de la production et baisse du prix des aliments pour animaux sur un an",Fabrication et prix des aliments pour animaux au 4e trimestre 2025,"Au 4e trimestre 2025, la production d’aliments composés pour animaux de ferme progresse de 1,1 % par rapport à la même période en 2024. La baisse des prix sur un an se poursuit (- 4,6 %, après - 2,5 % au trimestre précédent). Les incorporations de tourteaux de tournesol continuent de baisser fortement (- 29,1 %, après - 31,3 % au 3e trimestre 2025), dans un contexte de baisse plus marquée des prix des tourteaux de soja et de colza.Au 3e trimestre 2025, la production d’aliments composés pour animaux de ferme progresse de 2,4 % par rapport à la même période en 2024. La baisse des prix sur un an se poursuit (- 2,4 %, après - 0,5 % au 2e trimestre 2025 et - 2,9 % au 1er trimestre 2025). Les incorporations de tourteaux de tournesol continuent de se replier fortement (- 31,3 %, après - 27,9 % au 2e trimestre 2025 et - 18,9 % au 1er trimestre 2025).","[{nom_auteur=Leduc, prenom_auteur=Julie, Structure=SSP - Bureau des synthèses statistiques et conjoncturelles}]",NATIONAL,INFALIM,PRAELEV,2025,,FRANCE,2026/02/24 00:00,2026/02/24 15:15,0.2,2026/02/24 00:00,2026-19,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAla2619/detail/,3,"[""2026_19inforapAlimAni.pdf"", ""2026_19figuresAlimAni.xlsx"", ""2026_19donneescomplémentaires.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAla2619/2026_19inforapAlimAni.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAla2619/2026_19figuresAlimAni.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAla2619/2026_19donneescomplémentaires.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-02-23T09:50:39.198Z\""\,\""Fichier\"":\""2026_19inforapAlimAni.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-02-23T09:50:39.198Z\""\,\""Fichier\"":\""2026_19figuresAlimAni.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-02-23T09:50:39.198Z\""\,\""Fichier\"":\""2026_19donneescomplémentaires.xlsx\""}]",COMPLEMENT-Irap,
IraAvi165,"Aviculture. En septembre 2018, baisse des abattages de poulets","Abattages, production, consommation de volailles, production d'oeufs en septembre 2018","En septembre 2018, les abattages des poulets et de dindes se réduisent sur un an (respectivement - 5 % et - 2 % en têtes), en lien, pour les premiers, avec la baisse des exportations vers le Moyen-Orient.","[{nom_auteur=Ugliera , prenom_auteur=Christelle, Structure=Service de la statistique et de la prospective (SSP). }]",NATIONAL,INFAVI,VOLAIL,2018,ABATTAGE D'ANIMAUX| PRIX| OEUF| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE,FRANCE,2018/11/08 00:00,2019/10/17 12:36,0.1,2018/11/08 00:00,2018-165,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi165/detail/,1,"[""2018_165inforapaviculture_1_.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi165/2018_165inforapaviculture_1_.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-10-15T00:00:00.000Z\""\,\""Fichier\"":\""2018_165inforapaviculture_1_.pdf\""}]",COMPLEMENT-Irap,
IraAvi20157,"Aviculture. En septembre 2020, les abattages de volailles restent contrastés selon les filières","Abattages , production, consommation de volailles, production d’œufs en septembre 2020","En septembre 2020, les abattages de volailles sont tirés par ceux de poulets et de dindes. Le ralentissement de l’activité des filières canards et pintades reste marqué. En août, les exportations de viande de poulet reculent fortement. La demande asiatique, bien que modeste, tend à progresser. En parallèle, l’essor des importations en provenance de Pologne se poursuit. Durant le dernier trimestre 2020, la production d'oeufs de consommation continuerait de progresser sur un an. En 2020, la production d'oeufs de consommation est estimée à 14,5 milliards d’oeufs, soit 1 milliard de plus qu’en 2019. En janvier 2021, elle progresserait de 7,8 % sur un an.","[{nom_auteur=Ugliera, prenom_auteur=Christelle, Structure=SSP}]",NATIONAL,INFAVI,VOLAIL,2020,,FRANCE,2020/11/06 10:36,2020/11/06 10:36,0.2,2020/11/06 10:36,2020-157,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi20157/detail/,1,"[""2020_157inforapaviculture.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi20157/2020_157inforapaviculture.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-11-05T21:09:00.106Z\""\,\""Fichier\"":\""2020_157inforapaviculture.pdf\""}]",COMPLEMENT-Irap,
IraAvi25127,"Aviculture. En août, légère hausse des abattages de volailles, portée par le poulet et la dinde","Abattages, production, consommation de volailles, production d’œufs en août 2025","En août 2025, les abattages de volailles augmentent de 1,0 % sur un an, avec toujours de fortes disparités selon les espèces. Le prix à la production reste dynamique, porté par la demande croissante de poulet. En juillet, la consommation française de viandes de volaille reste soutenue, bien qu’en baisse de 2,3 %. La progression de 9,3 % des exportations réduit légèrement le déficit des échanges de viandes de volaille. En septembre, la production d’oeufs atteint quasiment le niveau moyen de la période 2020- 2024. En août, le prix des oeufs se maintient à un niveau particulièrement élevé dans un contexte d’offre européenne réduite.","[{nom_auteur=Ugliera, prenom_auteur=Christelle, Structure=SSP}]",NATIONAL,INFAVI,VOLAIL,2025,,FRANCE,2025/10/01 10:00,2025/10/01 10:00,0.1,2025/10/01 10:00,2025-127,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi25127/detail/,2,"[""2025_127inforapaviculture.pdf"", ""2025_127donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi25127/2025_127inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi25127/2025_127donnéesaviculture.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-09-30T14:07:39.839Z\""\,\""Fichier\"":\""2025_127inforapaviculture.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-09-30T14:07:39.839Z\""\,\""Fichier\"":\""2025_127donnéesaviculture.xlsx\""}]",COMPLEMENT-Irap,
IraAvi25143,"Aviculture. En septembre, des abattages de volailles en retrait","Abattages, production, consommation de volailles, production d’œufs en septembre 2025","En septembre 2025, les abattages de volailles reculent sur un an, passant juste sous le niveau moyen de la période 2020-2024. Cette évolution traduit une baisse des volumes constante en 2025 pour les dindes et canards à rôtir ainsi que des abattages de poulets et canards à gaver moins dynamiques en septembre. Le prix à la production des volailles reste bien orienté. En août, la consommation française de viandes de volaille reste dynamique mais sa progression a ralenti sur les trois derniers mois. Avec une hausse des importations supérieure à celle des exportations, le déficit des échanges de viandes de volaille se creuse. En octobre, la production d’oeufs reste proche du niveau moyen de la période 2020-2024. En septembre, le prix des oeufs se maintient à un niveau très élevé malgré le repli sur un mois.","[{nom_auteur=Ugliera, prenom_auteur=Christelle, Structure=SSP}]",NATIONAL,INFAVI,VOLAIL,2025,,FRANCE,2025/11/05 00:00,,0.1,2025/11/04 15:12,2025-143,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi25143/detail/,2,"[""2025_143inforapaviculture.pdf"", ""2025_143donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi25143/2025_143inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi25143/2025_143donnéesaviculture.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-11-04T14:12:24.848Z\""\,\""Fichier\"":\""2025_143inforapaviculture.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-11-04T14:12:24.848Z\""\,\""Fichier\"":\""2025_143donnéesaviculture.xlsx\""}]",COMPLEMENT-Irap,
IraAvi2602,"Aviculture. En novembre 2025, des abattages de volailles tirés par le poulet","Abattages, production, consommation de volailles, production d’œufs en novembre 2025","En novembre, les abattages de poulet sont dynamiques, tandis que ceux des autres volailles reculent. Le prix à la production des volailles se maintient à un niveau supérieur à la moyenne des cinq dernières années. En octobre, la consommation française de viandes de volaille progresse toujours. Le déficit du commerce extérieur est stable sur un an. En décembre, la production d'oeufs augmente sensiblement sur un an et finit l'année au plus haut. En novembre, le prix des oeufs reste élevé, porté par la forte demande.","[{nom_auteur=Ugliera, prenom_auteur=Christelle, Structure=SSP}]",NATIONAL,INFAVI,VOLAIL,2025,,FRANCE,2026/01/15 00:00,,0.1,2026/01/15 08:35,2026-2,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi2602/detail/,2,"[""2026_02inforapaviculture.pdf"", ""2026_02donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2602/2026_02inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2602/2026_02donnéesaviculture.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-01-15T07:35:54.325Z\""\,\""Fichier\"":\""2026_02inforapaviculture.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-01-15T07:35:54.325Z\""\,\""Fichier\"":\""2026_02donnéesaviculture.xlsx\""}]",COMPLEMENT-Irap,
